Source File,Reference,Link Text,Status,Issue Type
docs\create-osint-library-prompt.md,../prompts/../prompts/../prompts/../prompts/../prompts/../prompts/socmint/socmint-investigator.md,SOCMINT Investigator,OK,File exists
docs\create-osint-library-prompt.md,../prompts/advanced/osint-research-react.md,ReAct OSINT Research,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/attribution-analysis.md,Attribution Analysis,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/domain-investigation.md,Domain Investigation,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/email-investigation.md,Email Investigation,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/instagram-osint.md,Instagram OSINT,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/phone-investigation.md,Phone Investigation,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/telegram-osint.md,Telegram OSINT,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/threat-intelligence.md,Threat Intelligence,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/timeline-reconstruction.md,Timeline Reconstruction,OK,File exists
docs\create-osint-library-prompt.md,../prompts/socmint/username-investigation.md,Username Investigation,OK,File exists
docs\create-osint-library-prompt.md,../resources/osint_tool_evaluation.md,resources/osint_tool_evaluation.md,OK,File exists
docs\create-osint-library-prompt.md,../techniques/chain-of-thought-analysis.md,Chain-of-Thought Analysis,OK,File exists
docs\create-osint-library-prompt.md,../techniques/react-knowledge-base.md,ReAct Knowledge Base,OK,File exists
docs\create-osint-library-prompt.md,resources/osint_research_resources.md,OSINT Research Resources,OK,File exists
docs\create-osint-library-prompt.md,resources/osint_tool_evaluation.md,Tool Evaluation Report,OK,File exists
docs\getting-started.md,../CONTRIBUTING.md,Contributing Guide,OK,File exists
docs\getting-started.md,advanced-techniques.md,Advanced Techniques,OK,File exists
docs\getting-started.md,best-practices.md,Best Practices,OK,File exists
docs\getting-started.md,intro-to-prompts.md,Intro to Prompts,OK,File exists
docs\getting-started.md,prompt-authorship-guide.md,Prompt Authorship Guide,OK,File exists
docs\getting-started.md,ultimate-prompting-guide.md,Ultimate Prompting Guide,OK,File exists
docs\intro-to-prompts.md,advanced-techniques.md,Advanced Techniques,OK,File exists
docs\intro-to-prompts.md,best-practices.md,Best Practices Guide,OK,File exists
docs\platform-specific-templates.md,./prompt-effectiveness-scoring-methodology.md,prompt-effectiveness-scoring-methodology.md,OK,File exists
docs\platform-specific-templates.md,./ultimate-prompting-guide.md,ultimate-prompting-guide.md,OK,File exists
docs\reports\FULL_EVALUATION_REPORT.md,../TOT_EVALUATION_REPORT.md,ToT Evaluation Report,OK,File exists
docs\reports\FULL_EVALUATION_REPORT.md,../prompt-effectiveness-scoring-methodology.md,Scoring Methodology,OK,File exists
docs\reports\FULL_EVALUATION_REPORT.md,IMPROVEMENT_PLAN.md,Improvement Plan,OK,File exists
docs\reports\MULTI_AGENT_IMPROVEMENT_PLAN.md,FULL_EVALUATION_REPORT.md,FULL_EVALUATION_REPORT.md,OK,File exists
docs\reports\WORKSTREAM_D_COMPLETION_REPORT.md,prompts/m365/index.md,index.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/chain-of-thought-concise.md,prompts/advanced/chain-of-thought-concise.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/chain-of-thought-debugging.md,prompts/advanced/chain-of-thought-debugging.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/chain-of-thought-detailed.md,prompts/advanced/chain-of-thought-detailed.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/chain-of-thought-performance-analysis.md,prompts/advanced/chain-of-thought-performance-analysis.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/rag-document-retrieval.md,prompts/advanced/rag-document-retrieval.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/react-tool-augmented.md,prompts/advanced/react-tool-augmented.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/reflection-self-critique.md,prompts/advanced/reflection-self-critique.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/tree-of-thoughts-architecture-evaluator.md,prompts/advanced/tree-of-thoughts-architecture-evaluator.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/advanced/tree-of-thoughts-evaluator-reflection.md,prompts/advanced/tree-of-thoughts-evaluator-reflection.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/analysis/data-quality-assessment.md,prompts/analysis/data-quality-assessment.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/developers/code-generation-assistant.md,Link,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/developers/code-review-assistant.md,prompts/developers/code-review-assistant.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/developers/code-review-expert-structured.md,prompts/developers/code-review-expert-structured.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/developers/legacy-system-modernization.md,Link,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/developers/refactoring-plan-designer.md,prompts/developers/refactoring-plan-designer.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/governance/legal-contract-review.md,prompts/governance/legal-contract-review.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/governance/security-incident-response.md,prompts/governance/security-incident-response.md,OK,File exists
docs\ultimate-prompting-guide.md,../prompts/system/tree-of-thoughts-repository-evaluator.md,prompts/system/tree-of-thoughts-repository-evaluator.md,OK,File exists
docs\ultimate-prompting-guide.md,./prompt-effectiveness-scoring-methodology.md,docs/prompt-effectiveness-scoring-methodology.md,OK,File exists
examples\product-launch-example.md,../docs/best-practices.md,Best Practices,OK,File exists
examples\product-launch-example.md,../docs/getting-started.md,Getting Started Guide,OK,File exists
examples\product-launch-example.md,../prompts/analysis/data-analysis-insights.md,Data Analysis and Insights,OK,File exists
examples\product-launch-example.md,../prompts/business/business-strategy-analysis.md,Business Strategy Analysis,OK,File exists
examples\product-launch-example.md,../prompts/creative/content-marketing-blog-post.md,Content Marketing Blog Post,OK,File exists
examples\product-launch-example.md,../prompts/developers/code-review-assistant.md,Code Review Assistant,OK,File exists
frameworks\README.md,../CONTRIBUTING.md,CONTRIBUTING.md,OK,File exists
frameworks\README.md,../techniques/README.md,Techniques Directory,OK,File exists
frameworks\anthropic\tool-use\claude-tool-use.md,../../../techniques/agentic/multi-agent/multi-agent-workflow.md,Agentic Workflows,OK,File exists
frameworks\anthropic\tool-use\claude-tool-use.md,../../openai/function-calling/openai-function-calling.md,OpenAI Function Calling,OK,File exists
frameworks\langchain\agent-patterns\langchain-agents.md,../../../techniques/agentic/multi-agent/multi-agent-workflow.md,Multi-Agent Workflow,OK,File exists
frameworks\langchain\agent-patterns\langchain-agents.md,../../openai/function-calling/openai-function-calling.md,OpenAI Function Calling,OK,File exists
frameworks\langchain\lcel-patterns\langchain-reflexion-example.md,../agent-patterns/langchain-agents.md,LangChain Agent Patterns,OK,File exists
frameworks\microsoft\copilot-patterns\github-copilot-instructions.md,../../anthropic/claude_patterns.py,Anthropic Claude Patterns,OK,File exists
frameworks\microsoft\copilot-patterns\github-copilot-instructions.md,../../openai/openai_utilities.py,OpenAI Integration,OK,File exists
frameworks\microsoft\dotnet\csharp-multimodel-client.md,../../anthropic/claude_patterns.py,Anthropic Claude Patterns,OK,File exists
frameworks\microsoft\dotnet\csharp-multimodel-client.md,../../openai/function-calling/openai-function-calling.md,OpenAI Function Calling,OK,File exists
frameworks\microsoft\semantic-kernel\semantic-kernel-patterns.md,../../../techniques/agentic/multi-agent/multi-agent-workflow.md,Agentic Workflows,OK,File exists
frameworks\microsoft\semantic-kernel\semantic-kernel-patterns.md,../../openai/function-calling/openai-function-calling.md,OpenAI Function Calling,OK,File exists
frameworks\openai\assistants-api\openai-assistants.md,../../langchain/agent-patterns/langchain-agents.md,LangChain Agents,OK,File exists
frameworks\openai\assistants-api\openai-assistants.md,../function-calling/openai-function-calling.md,Function Calling,OK,File exists
frameworks\openai\function-calling\openai-function-calling.md,../../anthropic/tool-use/claude-tool-use.md,Claude Tool Use,OK,File exists
get-started\choosing-the-right-pattern.md,/concepts/index.md,prompt engineering concepts,OK,File exists
get-started\choosing-the-right-pattern.md,/prompts/index.md,prompt library,OK,File exists
get-started\choosing-the-right-pattern.md,/techniques/README.md,/techniques,OK,File exists
get-started\index.md,choosing-the-right-pattern.md,Choosing the Right Pattern,OK,File exists
get-started\index.md,quickstart-claude.md,Claude,OK,File exists
get-started\index.md,quickstart-copilot.md,GitHub Copilot,OK,File exists
get-started\index.md,quickstart-copilot.md,Quickstart for GitHub Copilot,OK,File exists
get-started\index.md,quickstart-m365.md,M365 Copilot,OK,File exists
get-started\index.md,quickstart-m365.md,Quickstart for M365 Copilot,OK,File exists
get-started\quickstart-m365.md,/docs/advanced-techniques.md,Advanced Techniques,OK,File exists
get-started\quickstart-m365.md,/guides/best-practices.md,Best Practices,OK,File exists
guides\getting-started.md,../CONTRIBUTING.md,CONTRIBUTING.md,OK,File exists
guides\getting-started.md,best-practices.md,docs/best-practices.md,OK,File exists
prompts\advanced\advanced-technique-research.md,./chain-of-thought-detailed.md,Chain-of-Thought: Detailed Mode,OK,File exists
prompts\advanced\advanced-technique-research.md,./reflection-self-critique.md,Reflection Self-Critique,OK,File exists
prompts\advanced\chain-of-thought-concise.md,chain-of-thought-detailed.md,Chain-of-Thought: Detailed Mode,OK,File exists
prompts\advanced\chain-of-thought-concise.md,chain-of-thought-guide.md,Chain-of-Thought Guide,OK,File exists
prompts\advanced\chain-of-thought-concise.md,react-tool-augmented.md,ReAct Tool-Augmented,OK,File exists
prompts\advanced\chain-of-thought-debugging.md,chain-of-thought-performance-analysis.md,Chain-of-Thought: Performance Analysis,OK,File exists
prompts\advanced\chain-of-thought-debugging.md,tree-of-thoughts-architecture-evaluator.md,Tree-of-Thoughts: Architecture Evaluator,OK,File exists
prompts\advanced\chain-of-thought-detailed.md,chain-of-thought-concise.md,Chain-of-Thought: Concise Mode,OK,File exists
prompts\advanced\chain-of-thought-detailed.md,chain-of-thought-guide.md,Chain-of-Thought Guide,OK,File exists
prompts\advanced\chain-of-thought-guide.md,chain-of-thought-concise.md,Chain-of-Thought: Concise Mode,OK,File exists
prompts\advanced\chain-of-thought-guide.md,chain-of-thought-detailed.md,Chain-of-Thought: Detailed Mode,OK,File exists
prompts\advanced\chain-of-thought-guide.md,react-tool-augmented.md,ReAct: Tool-Augmented Reasoning,OK,File exists
prompts\advanced\chain-of-thought-performance-analysis.md,../analysis/data-quality-assessment.md,Data Quality Assessment,OK,File exists
prompts\advanced\chain-of-thought-performance-analysis.md,tree-of-thoughts-architecture-evaluator.md,Tree-of-Thoughts: Architecture Evaluator,OK,File exists
prompts\advanced\library-analysis-react.md,../analysis/data-quality-assessment.md,Data Quality Assessment,OK,File exists
prompts\advanced\library-analysis-react.md,react-doc-search-synthesis.md,ReAct: Document Search and Synthesis,OK,File exists
prompts\advanced\prompt-library-refactor-react.md,../../_archive/tools/EVALUATION_AGENT_GUIDE.md,Evaluation Agent Guide,OK,File exists
prompts\advanced\prompt-library-refactor-react.md,../../reference/content-types.md,Content Types,OK,File exists
prompts\advanced\prompt-library-refactor-react.md,../../reference/frontmatter-schema.md,Frontmatter Schema,OK,File exists
prompts\advanced\prompt-library-refactor-react.md,../../techniques/README.md,Advanced Techniques,OK,File exists
prompts\advanced\prompt-library-refactor-react.md,../../tools/evaluate_library.py,Evaluate Library,OK,File exists
prompts\advanced\prompt-library-refactor-react.md,../../tools/validate_prompts.py,Validate Prompts,OK,File exists
prompts\advanced\rag-document-retrieval.md,react-doc-search-synthesis.md,ReAct: Document Search and Synthesis,OK,File exists
prompts\advanced\react-doc-search-synthesis.md,chain-of-thought-detailed.md,Chain-of-Thought: Detailed,OK,File exists
prompts\advanced\react-doc-search-synthesis.md,rag-document-retrieval.md,RAG: Document Retrieval and Citation,OK,File exists
prompts\advanced\react-doc-search-synthesis.md,react-tool-augmented.md,ReAct: Tool-Augmented Reasoning,OK,File exists
prompts\advanced\react-doc-search-synthesis.md,reflection-self-critique.md,Reflection: Self-Critique,OK,File exists
prompts\advanced\react-knowledge-base-research.md,chain-of-thought-debugging.md,Chain-of-Thought Debugging,OK,File exists
prompts\advanced\react-knowledge-base-research.md,prompt-library-refactor-react.md,ReAct: Repository Analysis,OK,File exists
prompts\advanced\react-knowledge-base-research.md,react-tool-augmented.md,ReAct: Tool-Augmented,OK,File exists
prompts\advanced\reflection-self-critique.md,chain-of-thought-detailed.md,Chain-of-Thought: Detailed,OK,File exists
prompts\advanced\tree-of-thoughts-architecture-evaluator.md,../developers/refactoring-plan-designer.md,Refactoring Plan Designer,OK,File exists
prompts\advanced\tree-of-thoughts-architecture-evaluator.md,chain-of-thought-performance-analysis.md,Chain-of-Thought: Performance Analysis,OK,File exists
prompts\advanced\tree-of-thoughts-evaluator-reflection.md,chain-of-thought-guide.md,Chain-of-Thought Guide,OK,File exists
prompts\advanced\tree-of-thoughts-evaluator-reflection.md,reflection-self-critique.md,Reflection: Initial Answer + Self-Critique Pattern,OK,File exists
prompts\advanced\tree-of-thoughts-template.md,chain-of-thought-detailed.md,Chain-of-Thought: Detailed,OK,File exists
prompts\advanced\tree-of-thoughts-template.md,reflection-self-critique.md,Reflection: Self-Critique,OK,File exists
prompts\analysis\README.md,../../CONTRIBUTING.md,Contribution guidelines,OK,File exists
prompts\analysis\README.md,../../docs/best-practices.md,Best Practices,OK,File exists
prompts\analysis\README.md,../../docs/getting-started.md,Getting Started Guide,OK,File exists
prompts\analysis\README.md,data-analysis-insights.md,Data Analysis and Insights Generator,OK,File exists
prompts\analysis\business-case-developer.md,../business/business-strategy-analysis.md,Business Strategy Analysis,OK,File exists
prompts\analysis\business-case-developer.md,../business/risk-management-analyst.md,Risk Management Analyst,OK,File exists
prompts\analysis\business-case-developer.md,./gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\analysis\business-case-developer.md,./requirements-analysis-expert.md,Requirements Analysis Expert,OK,File exists
prompts\analysis\competitive-analysis-researcher.md,../business/business-strategy-analysis.md,Business Strategy Analysis,OK,File exists
prompts\analysis\competitive-analysis-researcher.md,../business/competitive-analysis.md,Competitive Analysis Framework,OK,File exists
prompts\analysis\competitive-analysis-researcher.md,./industry-analysis-expert.md,Industry Analysis Expert,OK,File exists
prompts\analysis\competitive-analysis-researcher.md,./market-research-analyst.md,Market Research Analyst,OK,File exists
prompts\analysis\competitive-intelligence-researcher.md,business-case-developer.md,Business Case Developer,OK,File exists
prompts\analysis\competitive-intelligence-researcher.md,market-research-analyst.md,Market Research Analyst,OK,File exists
prompts\analysis\consumer-behavior-researcher.md,./competitive-analysis-researcher.md,Competitive Analysis Researcher,OK,File exists
prompts\analysis\consumer-behavior-researcher.md,./market-research-analyst.md,Market Research Analyst,OK,File exists
prompts\analysis\consumer-behavior-researcher.md,./trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
prompts\analysis\consumer-behavior-researcher.md,./user-experience-analyst.md,User Experience Analyst,OK,File exists
prompts\analysis\data-analysis-insights.md,./data-analysis-specialist.md,Data Analysis Specialist,OK,File exists
prompts\analysis\data-analysis-insights.md,./data-quality-assessment.md,Data Quality Assessment,OK,File exists
prompts\analysis\data-analysis-insights.md,./metrics-and-kpi-designer.md,Metrics and KPI Designer,OK,File exists
prompts\analysis\data-analysis-insights.md,./trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
prompts\analysis\data-analysis-specialist.md,./data-analysis-insights.md,Data Analysis and Insights Generator,OK,File exists
prompts\analysis\data-analysis-specialist.md,./data-quality-assessment.md,Data Quality Assessment,OK,File exists
prompts\analysis\data-analysis-specialist.md,./metrics-and-kpi-designer.md,Metrics and KPI Designer,OK,File exists
prompts\analysis\data-analysis-specialist.md,./trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
prompts\analysis\data-quality-assessment.md,../developers/data-pipeline-engineer.md,Data Pipeline Engineer,OK,File exists
prompts\analysis\gap-analysis-expert.md,./business-case-developer.md,Business Case Developer,OK,File exists
prompts\analysis\gap-analysis-expert.md,./process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\analysis\gap-analysis-expert.md,./requirements-analysis-expert.md,Requirements Analysis Expert,OK,File exists
prompts\analysis\gap-analysis-expert.md,./workflow-designer.md,Workflow Designer,OK,File exists
prompts\analysis\industry-analysis-expert.md,./business-case-developer.md,Business Case Developer,OK,File exists
prompts\analysis\industry-analysis-expert.md,./competitive-analysis-researcher.md,Competitive Analysis Researcher,OK,File exists
prompts\analysis\industry-analysis-expert.md,./market-research-analyst.md,Market Research Analyst,OK,File exists
prompts\analysis\industry-analysis-expert.md,./trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
prompts\analysis\market-research-analyst.md,./competitive-analysis-researcher.md,Competitive Analysis Researcher,OK,File exists
prompts\analysis\market-research-analyst.md,./consumer-behavior-researcher.md,Consumer Behavior Researcher,OK,File exists
prompts\analysis\market-research-analyst.md,./industry-analysis-expert.md,Industry Analysis Expert,OK,File exists
prompts\analysis\market-research-analyst.md,./trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
prompts\analysis\metrics-and-kpi-designer.md,./business-case-developer.md,Business Case Developer,OK,File exists
prompts\analysis\metrics-and-kpi-designer.md,./data-analysis-specialist.md,Data Analysis Specialist,OK,File exists
prompts\analysis\metrics-and-kpi-designer.md,./gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\analysis\metrics-and-kpi-designer.md,./trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
prompts\analysis\process-optimization-consultant.md,../business/business-process-reengineering.md,Business Process Reengineering,OK,File exists
prompts\analysis\process-optimization-consultant.md,./gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\analysis\process-optimization-consultant.md,./requirements-analysis-expert.md,Requirements Analysis Expert,OK,File exists
prompts\analysis\process-optimization-consultant.md,./workflow-designer.md,Workflow Designer,OK,File exists
prompts\analysis\requirements-analysis-expert.md,./business-case-developer.md,Business Case Developer,OK,File exists
prompts\analysis\requirements-analysis-expert.md,./gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\analysis\requirements-analysis-expert.md,./stakeholder-requirements-gatherer.md,Stakeholder Requirements Gatherer,OK,File exists
prompts\analysis\requirements-analysis-expert.md,./user-experience-analyst.md,User Experience Analyst,OK,File exists
prompts\analysis\stakeholder-requirements-gatherer.md,./gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\analysis\stakeholder-requirements-gatherer.md,./process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\analysis\stakeholder-requirements-gatherer.md,./requirements-analysis-expert.md,Requirements Analysis Expert,OK,File exists
prompts\analysis\stakeholder-requirements-gatherer.md,./user-experience-analyst.md,User Experience Analyst,OK,File exists
prompts\analysis\trend-analysis-specialist.md,./competitive-analysis-researcher.md,Competitive Analysis Researcher,OK,File exists
prompts\analysis\trend-analysis-specialist.md,./consumer-behavior-researcher.md,Consumer Behavior Researcher,OK,File exists
prompts\analysis\trend-analysis-specialist.md,./industry-analysis-expert.md,Industry Analysis Expert,OK,File exists
prompts\analysis\trend-analysis-specialist.md,./market-research-analyst.md,Market Research Analyst,OK,File exists
prompts\analysis\user-experience-analyst.md,./consumer-behavior-researcher.md,Consumer Behavior Researcher,OK,File exists
prompts\analysis\user-experience-analyst.md,./process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\analysis\user-experience-analyst.md,./requirements-analysis-expert.md,Requirements Analysis Expert,OK,File exists
prompts\analysis\user-experience-analyst.md,./workflow-designer.md,Workflow Designer,OK,File exists
prompts\analysis\workflow-designer.md,./gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\analysis\workflow-designer.md,./metrics-and-kpi-designer.md,Metrics and KPI Designer,OK,File exists
prompts\analysis\workflow-designer.md,./process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\analysis\workflow-designer.md,./requirements-analysis-expert.md,Requirements Analysis Expert,OK,File exists
prompts\business\README.md,../../CONTRIBUTING.md,Contribution guidelines,OK,File exists
prompts\business\README.md,../../docs/best-practices.md,Best Practices,OK,File exists
prompts\business\README.md,../../docs/getting-started.md,Getting Started Guide,OK,File exists
prompts\business\README.md,business-strategy-analysis.md,Business Strategy Analysis,OK,File exists
prompts\business\agile-sprint-planner.md,./risk-management-analyst.md,risk-management-analyst,OK,File exists
prompts\business\agile-sprint-planner.md,./stakeholder-communication-manager.md,stakeholder-communication-manager,OK,File exists
prompts\business\board-update.md,./business-strategy-analysis.md,business-strategy-analysis,OK,File exists
prompts\business\board-update.md,./meeting-summary.md,meeting-summary,OK,File exists
prompts\business\board-update.md,./pitch-deck-generator.md,pitch-deck-generator,OK,File exists
prompts\business\budget-and-cost-controller.md,./risk-management-analyst.md,risk-management-analyst,OK,File exists
prompts\business\budget-and-cost-controller.md,./stakeholder-communication-manager.md,stakeholder-communication-manager,OK,File exists
prompts\business\business-process-reengineering.md,../analysis/gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\business\business-process-reengineering.md,../analysis/process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\business\business-process-reengineering.md,./change-management-coordinator.md,Change Management Coordinator,OK,File exists
prompts\business\business-process-reengineering.md,./digital-transformation-advisor.md,Digital Transformation Advisor,OK,File exists
prompts\business\business-strategy-analysis.md,../analysis/competitive-analysis-researcher.md,Competitive Analysis Researcher,OK,File exists
prompts\business\business-strategy-analysis.md,../analysis/industry-analysis-expert.md,Industry Analysis Expert,OK,File exists
prompts\business\business-strategy-analysis.md,../analysis/market-research-analyst.md,Market Research Analyst,OK,File exists
prompts\business\business-strategy-analysis.md,./competitive-analysis.md,Competitive Analysis Framework,OK,File exists
prompts\business\business-strategy-analysis.md,./risk-management-analyst.md,Risk Management Analyst,OK,File exists
prompts\business\change-management-coordinator.md,../analysis/gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\business\change-management-coordinator.md,../analysis/process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\business\change-management-coordinator.md,./agile-sprint-planner.md,agile-sprint-planner,OK,File exists
prompts\business\change-management-coordinator.md,./risk-management-analyst.md,risk-management-analyst,OK,File exists
prompts\business\change-management-coordinator.md,./stakeholder-communication-manager.md,stakeholder-communication-manager,OK,File exists
prompts\business\cold-email-generator.md,./follow-up-email.md,follow-up-email,OK,File exists
prompts\business\cold-email-generator.md,./pitch-deck-generator.md,pitch-deck-generator,OK,File exists
prompts\business\cold-email-generator.md,./sales-objection-handler.md,sales-objection-handler,OK,File exists
prompts\business\competitive-analysis.md,./business-strategy-analysis.md,business-strategy-analysis,OK,File exists
prompts\business\competitive-analysis.md,./pitch-deck-generator.md,pitch-deck-generator,OK,File exists
prompts\business\competitive-analysis.md,./sales-objection-handler.md,sales-objection-handler,OK,File exists
prompts\business\crisis-management-coordinator.md,./business-strategy-analysis.md,Business Strategy Analysis,OK,File exists
prompts\business\crisis-management-coordinator.md,./change-management-coordinator.md,Change Management Coordinator,OK,File exists
prompts\business\crisis-management-coordinator.md,./risk-management-analyst.md,Risk Management Analyst,OK,File exists
prompts\business\crisis-management-coordinator.md,./stakeholder-communication-manager.md,Stakeholder Communication Manager,OK,File exists
prompts\business\digital-transformation-advisor.md,../analysis/gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\business\digital-transformation-advisor.md,../analysis/process-optimization-consultant.md,Process Optimization Consultant,OK,File exists
prompts\business\digital-transformation-advisor.md,./business-process-reengineering.md,Business Process Reengineering,OK,File exists
prompts\business\digital-transformation-advisor.md,./change-management-coordinator.md,Change Management Coordinator,OK,File exists
prompts\business\follow-up-email.md,./cold-email-generator.md,cold-email-generator,OK,File exists
prompts\business\follow-up-email.md,./meeting-summary.md,meeting-summary,OK,File exists
prompts\business\follow-up-email.md,./sales-objection-handler.md,sales-objection-handler,OK,File exists
prompts\business\interview-questions.md,./job-description-writer.md,job-description-writer,OK,File exists
prompts\business\interview-questions.md,./onboarding-checklist-creator.md,onboarding-checklist-creator,OK,File exists
prompts\business\interview-questions.md,./performance-review.md,performance-review,OK,File exists
prompts\business\job-description-writer.md,./interview-questions.md,interview-questions,OK,File exists
prompts\business\job-description-writer.md,./onboarding-checklist-creator.md,onboarding-checklist-creator,OK,File exists
prompts\business\job-description-writer.md,./performance-review.md,performance-review,OK,File exists
prompts\business\meeting-summary.md,./board-update.md,board-update,OK,File exists
prompts\business\meeting-summary.md,./follow-up-email.md,follow-up-email,OK,File exists
prompts\business\meeting-summary.md,./stakeholder-communication-manager.md,stakeholder-communication-manager,OK,File exists
prompts\business\onboarding-checklist-creator.md,./interview-questions.md,interview-questions,OK,File exists
prompts\business\onboarding-checklist-creator.md,./job-description-writer.md,job-description-writer,OK,File exists
prompts\business\onboarding-checklist-creator.md,./performance-review.md,performance-review,OK,File exists
prompts\business\performance-review.md,./interview-questions.md,interview-questions,OK,File exists
prompts\business\performance-review.md,./job-description-writer.md,job-description-writer,OK,File exists
prompts\business\performance-review.md,./meeting-summary.md,meeting-summary,OK,File exists
prompts\business\pitch-deck-generator.md,./business-strategy-analysis.md,business-strategy-analysis,OK,File exists
prompts\business\pitch-deck-generator.md,./client-presentation-designer.md,client-presentation-designer,OK,File exists
prompts\business\pitch-deck-generator.md,./stakeholder-communication-manager.md,stakeholder-communication-manager,OK,File exists
prompts\business\risk-management-analyst.md,../analysis/gap-analysis-expert.md,Gap Analysis Expert,OK,File exists
prompts\business\risk-management-analyst.md,./business-strategy-analysis.md,Business Strategy Analysis,OK,File exists
prompts\business\risk-management-analyst.md,./change-management-coordinator.md,Change Management Coordinator,OK,File exists
prompts\business\risk-management-analyst.md,./crisis-management-coordinator.md,Crisis Management Coordinator,OK,File exists
prompts\business\risk-management-analyst.md,./stakeholder-communication-manager.md,Stakeholder Communication Manager,OK,File exists
prompts\business\sales-objection-handler.md,./cold-email-generator.md,cold-email-generator,OK,File exists
prompts\business\sales-objection-handler.md,./pitch-deck-generator.md,pitch-deck-generator,OK,File exists
prompts\business\sales-objection-handler.md,./stakeholder-communication-manager.md,stakeholder-communication-manager,OK,File exists
prompts\business\stakeholder-communication-manager.md,./agile-sprint-planner.md,agile-sprint-planner,OK,File exists
prompts\business\stakeholder-communication-manager.md,./change-management-coordinator.md,change-management-coordinator,OK,File exists
prompts\business\stakeholder-communication-manager.md,./risk-management-analyst.md,risk-management-analyst,OK,File exists
prompts\creative\README.md,../../CONTRIBUTING.md,Share it,OK,File exists
prompts\creative\README.md,../../docs/best-practices.md,Best Practices,OK,File exists
prompts\creative\README.md,../../docs/getting-started.md,Getting Started Guide,OK,File exists
prompts\creative\README.md,content-marketing-blog-post.md,Content Marketing Blog Post Generator,OK,File exists
prompts\creative\ad-copy-generator.md,email-newsletter-writer.md,Email Newsletter Writer,OK,File exists
prompts\creative\ad-copy-generator.md,headline-tagline-creator.md,Headline and Tagline Creator,OK,File exists
prompts\creative\ad-copy-generator.md,product-description-generator.md,Product Description Generator,OK,File exists
prompts\creative\ad-copy-generator.md,social-media-content-generator.md,Social Media Content Generator,OK,File exists
prompts\creative\brand-voice-developer.md,content-marketing-blog-post.md,Content Marketing Blog Post Generator,OK,File exists
prompts\creative\brand-voice-developer.md,social-media-content-generator.md,Social Media Content Generator,OK,File exists
prompts\creative\content-marketing-blog-post.md,email-newsletter-writer.md,Email Newsletter Writer,OK,File exists
prompts\creative\content-marketing-blog-post.md,social-media-content-generator.md,Social Media Content Generator,OK,File exists
prompts\creative\email-newsletter-writer.md,ad-copy-generator.md,Ad Copy Generator,OK,File exists
